"","A","D","H","results","B365H","B365D","B365A"
"30111",0.04,0.24,0.72,"H",1.83,3.5,4.33
"30211",0.31,0.01,0.68,"D",3.2,3.3,2.25
"30311",0.07,0.25,0.68,"A",2.4,3.4,2.8
"30411",0.06,0.1,0.84,"D",1.8,3.5,4.5
"30511",0.01,0.01,0.98,"H",1.13,8,19
"30611",0.23,0.36,0.41,"H",1.7,3.6,5
"30711",0.03,0.15,0.82,"H",1.57,4.2,4.5
"30811",0.12,0.02,0.86,"H",1.33,5,9
"30911",0.08,0.08,0.84,"H",1.3,5.5,9
"31011",0.08,0.36,0.56,"H",1.36,4.75,8.5
"31111",0.82,0.06,0.12,"A",3.6,3.5,2
"31211",0.05,0.47,0.48,"H",1.95,3.3,4
"31311",0.3,0.19,0.51,"H",2.1,3.25,3.6
"31411",0.07,0.07,0.86,"H",1.95,3.3,4
"31511",0.01,0.02,0.97,"A",1.83,3.5,4.33
"31611",0.43,0.19,0.38,"H",1.91,3.4,4
"31711",0.82,0.1,0.08,"A",3.4,3.4,2.1
"31811",0.3,0.19,0.51,"A",1.85,3.5,4.2
"31911",0.09,0.26,0.65,"A",1.8,3.5,4.5
"32011",0.05,0.04,0.91,"H",2.38,3.4,2.9
"32111",0.06,0.01,0.93,"H",2.05,3.25,3.75
"32211",0.14,0.02,0.84,"A",2.5,3.2,2.75
"32311",0.27,0.24,0.49,"H",1.67,3.5,5.5
"32411",0.24,0.15,0.61,"H",1.75,3.5,4.75
"32511",0.03,0.26,0.71,"D",1.85,3.5,4.2
"32611",0.11,0.21,0.68,"D",1.67,3.8,5
"32711",0.06,0.27,0.67,"H",1.62,3.8,5.5
"32811",0.7,0.16,0.14,"A",13,6.5,1.2
"32911",0.13,0.13,0.74,"A",1.6,3.8,5.75
"33011",0.02,0.24,0.74,"H",1.29,5.5,10
"33111",0.79,0.12,0.09,"D",2.4,3.3,2.88
"33211",0.02,0.01,0.97,"D",1.1,10,17
"33311",0.02,0.06,0.92,"A",1.44,4.33,7
"33411",0.26,0.23,0.51,"H",2.25,3.25,3.25
"33511",0.21,0.07,0.72,"H",1.67,3.75,5
"33611",0.4,0.19,0.41,"D",3.4,3.4,2.1
"33711",0.12,0.04,0.84,"H",2,3.4,3.75
"33811",0.04,0.15,0.81,"D",2.05,3.4,3.5
"33911",0.11,0.03,0.86,"H",1.4,4.4,8
"34011",0.06,0.02,0.92,"H",2,3.3,3.75
"34111",0.04,0.12,0.84,"D",1.53,4,6
"34211",0.15,0.23,0.62,"H",1.36,5,7.5
"34311",0.02,0.05,0.93,"H",1.09,10,21
"34411",0.38,0.16,0.46,"D",3.4,3.25,2.1
"34511",0.05,0.07,0.88,"D",1.83,3.5,4.33
"34611",0.09,0.15,0.76,"H",2.1,3.3,3.5
"34711",0.23,0.24,0.53,"H",2,3.3,3.8
"34811",0.07,0.29,0.64,"H",1.18,7,13
"34911",0.29,0.01,0.7,"D",3.2,3.2,2.3
"35011",0.37,0.26,0.37,"H",2.4,3.2,2.87
"35111",0.68,0.3,0.02,"H",2.88,3.6,2.3
"35211",0.02,0.08,0.9,"H",1.91,3.4,4
"35311",0.11,0.05,0.84,"H",2.25,3.4,3.1
"35411",0.23,0.15,0.62,"H",1.62,3.8,5.5
"35511",0.05,0.09,0.86,"A",1.91,3.3,4.2
"35611",0.28,0.18,0.54,"D",2.87,3.25,2.37
"35711",0.8,0.09,0.11,"D",8,5,1.36
"35811",0.03,0.16,0.81,"D",1.73,3.6,4.75
"35911",0.78,0.15,0.07,"D",2.7,3.3,2.6
"36011",0.07,0.07,0.86,"H",1.73,3.6,4.75
"36111",0.01,0.07,0.92,"H",1.72,3.3,5
"36211",0.43,0.07,0.5,"D",1.83,3.6,4.2
"36311",0.31,0.02,0.67,"A",2.3,3.3,3.1
"36411",0,0.08,0.92,"H",1.14,8,15
"36511",0.09,0.6,0.31,"H",1.36,4.75,8.5
"36611",0.03,0.1,0.87,"H",1.9,3.25,4
"36711",0.2,0.27,0.53,"H",2.1,3.3,3.5
"36811",0.08,0.22,0.7,"H",1.2,6.5,12
"36911",0.33,0.1,0.57,"H",1.85,3.4,4.33
"37011",0.04,0.01,0.95,"H",1.91,3.5,4
"37111",0.2,0.06,0.74,"D",1.83,3.3,4.33
"37211",0,0,1,"H",1.29,5.5,10
"37311",0.07,0.15,0.78,"A",2,3.2,3.75
"37411",0.1,0.47,0.43,"H",1.44,4.5,6.5
"37511",0.45,0.02,0.53,"D",3.2,3.4,2.2
"37611",0,0,1,"D",1.33,4.5,9.5
"37711",0.38,0.37,0.25,"A",2.6,3,2.75
"37811",0.8,0.11,0.09,"D",6.5,3.6,1.53
"37911",0.02,0.29,0.69,"H",1.8,3.4,3.75
"38011",0.25,0.22,0.53,"D",2.2,3.1,3.3
"38111",0.55,0.18,0.27,"H",4,3,2
"38211",0.09,0.12,0.79,"H",1.9,3.1,4.33
"38311",0.74,0.07,0.19,"H",2.8,3.25,2.4
"38411",0.18,0.11,0.71,"H",1.83,3.25,3.75
"38511",0.37,0.13,0.5,"H",1.8,3.4,3.75
"38611",0.34,0.39,0.27,"H",2.2,3.3,3.2
"38711",0.05,0.1,0.85,"H",1.83,3.4,4.5
"38811",0.64,0.31,0.05,"A",5,3.6,1.72
"38911",0.13,0.33,0.54,"A",3,3.25,2.4
"39011",0.45,0.06,0.49,"H",2.8,3.25,2.5
"39111",0.03,0.4,0.57,"H",2.37,3.25,3
"39211",0.1,0.04,0.86,"H",1.9,3.4,4
"39311",0.44,0.04,0.52,"A",2.37,3.25,3
"39411",0.03,0.06,0.91,"H",1.18,6.5,15
"39511",0.06,0.12,0.82,"D",1.57,3.8,6
"39611",0.75,0.09,0.16,"D",7,4.33,1.44
"39711",0.55,0.34,0.11,"H",2.8,3.25,2.5
"39811",0.08,0.46,0.46,"H",3.75,3.25,2.05
"39911",0.43,0.17,0.4,"D",3.8,3.3,2
"40011",0.73,0.01,0.26,"A",3.25,3.3,2.2
"40111",0.04,0.2,0.76,"A",2.2,3.25,3.3
"40211",0.05,0.22,0.73,"D",1.66,3.5,5.5
"40311",0.07,0.05,0.88,"A",1.61,3.6,6
"40411",0.08,0.05,0.87,"H",1.72,3.6,4.75
"40511",0.09,0.16,0.75,"A",2.4,3.3,2.87
"40611",0.06,0.14,0.8,"H",1.44,4.2,7.5
"40711",0.18,0.15,0.67,"D",2.9,3.3,2.4
"40811",0.04,0,0.96,"H",1.61,3.6,5.75
"40911",0.02,0.76,0.22,"D",1.95,3.3,4
"41011",0.04,0.07,0.89,"D",1.53,3.8,6.5
"41111",0.08,0.01,0.91,"A",1.95,3.4,3.9
"41211",0.03,0.1,0.87,"H",2.4,3.3,2.87
"41311",0.47,0.06,0.47,"H",3.2,3.25,2.25
"41411",0.26,0.18,0.56,"H",2.35,3.25,3
"41511",0.31,0.02,0.67,"H",2.62,3.3,2.6
"41611",0.37,0.44,0.19,"A",2.75,3.3,2.5
"41711",0.09,0.1,0.81,"H",1.72,3.5,5
"41811",0.29,0.06,0.65,"H",2.37,3.25,3
"41911",0.43,0.05,0.52,"A",3.75,3.3,2
"42011",0.08,0.06,0.86,"H",1.9,3.4,4
"42111",0.06,0.19,0.75,"D",2.25,3.25,3.2
"42211",0.04,0.22,0.74,"H",1.7,3.5,5.25
"42311",0.45,0.12,0.43,"A",2.5,3.25,2.8
"42411",0.42,0.07,0.51,"H",2.4,3.3,2.87
"42511",0.1,0.13,0.77,"D",2,3.3,3.75
"42611",0.06,0.03,0.91,"A",2.37,3.25,3
"42711",0.15,0.33,0.52,"H",2.1,3.25,3.5
"42811",0.53,0.17,0.3,"H",3.75,3.4,2
"42911",0.11,0.35,0.54,"H",1.83,3.4,4.5
"43011",0.03,0.09,0.88,"D",2.05,3.4,3.5
"43111",0.23,0.07,0.7,"A",2.3,3.25,3.1
"43211",0.08,0.14,0.78,"D",1.7,3.6,5
"43311",0.05,0.15,0.8,"A",1.5,4.2,6
"43411",0.54,0.11,0.35,"H",1.8,3.25,4
"43511",0.07,0.09,0.84,"A",2.25,3.25,3.2
"43611",0.55,0.06,0.39,"D",4.75,3.5,1.75
"43711",0.33,0.17,0.5,"H",2.2,3.2,3.4
"43811",0.32,0.01,0.67,"D",2.1,3.3,3.5
"43911",0.04,0.08,0.88,"H",1.72,3.6,4.75
"44011",0.08,0.12,0.8,"H",2.2,3.3,3.25
"44111",0,0,1,"A",1.5,3.8,7.25
"44211",0.4,0.31,0.29,"D",1.8,3.6,4.33
"44311",0.03,0.22,0.75,"A",2.2,3.2,3.4
"44411",0.21,0.46,0.33,"A",1.9,3.4,4
"44511",0.04,0.11,0.85,"H",1.61,3.75,5.5
"44611",0.82,0.11,0.07,"D",4.5,3.75,1.72
"44711",0.01,0.18,0.81,"H",1.75,3.5,4.75
"44811",0.03,0.06,0.91,"H",2.37,3.3,2.9
"44911",0.03,0.11,0.86,"H",1.66,3.5,5.5
"45011",0.34,0.15,0.51,"D",4.5,3.7,1.75
"45111",0.26,0.18,0.56,"H",1.83,3.6,4.2
"45211",0.54,0.09,0.37,"H",2.05,3.3,3.6
"45311",0.01,0.07,0.92,"D",2.2,3.3,3.25
"4549",0.03,0.02,0.95,"H",1.66,3.75,5
"4552",0.5,0.03,0.47,"A",3,3.2,2.37
"4562",0.14,0.41,0.45,"H",2.25,3.2,3.25
"4572",0,0.01,0.99,"H",2,3.3,3.6
"4582",0.69,0.08,0.23,"A",3.4,3.25,2.15
"4592",0.12,0.1,0.78,"A",5,3.5,1.72
"4602",0.01,0.19,0.8,"H",1.44,4.33,7
"4613",0.44,0.13,0.43,"D",2.4,3.2,2.87
"4622",0.06,0.12,0.82,"A",2.37,3.2,2.9
"4632",0.16,0.56,0.28,"D",1.57,3.6,6
"4642",0.07,0.57,0.36,"D",1.61,3.6,5.5
"4652",0.01,0.18,0.81,"H",1.83,3.3,4.33
"4662",0.02,0.17,0.81,"H",1.33,4.5,9.5
"4672",0.22,0.09,0.69,"H",2.37,3.2,2.9
"4682",0.14,0.19,0.67,"D",2,3.2,3.75
"4692",0.23,0.06,0.71,"D",2.6,3.1,2.7
"4702",0.06,0.09,0.85,"A",1.36,4.33,9
"4713",0.02,0.09,0.89,"H",2.1,3.1,3.6
"4722",0.05,0.05,0.9,"A",1.75,3.5,4.5
"4732",0.61,0.16,0.23,"D",3.75,3.2,2
"4742",0.01,0.08,0.91,"H",1.25,5,13
"4752",0.01,0.03,0.96,"H",2.25,3.1,3.2
"4762",0.15,0.18,0.67,"H",2.1,3.2,3.5
"4772",0.1,0.07,0.83,"H",1.44,4,7.5
"4782",0.28,0.15,0.57,"H",2.4,3.2,2.87
"4792",0.04,0.02,0.94,"D",1.9,3.1,4.33
"4802",0.17,0.07,0.76,"H",1.44,4,7.5
"4813",0.02,0.06,0.92,"A",1.53,3.8,6
"4822",0.44,0.2,0.36,"H",2.4,3.2,2.87
"4832",0.02,0.41,0.57,"D",2.37,3.1,3
"4842",0.01,0.13,0.86,"D",2,3,4
"4852",0.18,0.21,0.61,"H",1.66,3.4,5.5
"4862",0.14,0.02,0.84,"A",2.3,3.1,3.1
"4872",0.07,0.61,0.32,"H",1.75,3.3,4.75
"4882",0.04,0.56,0.4,"A",1.9,3.25,4
"4892",0.29,0.21,0.5,"H",1.72,3.6,4.5
"4902",0.63,0.27,0.1,"H",2.4,3.2,2.87
"4913",0.46,0.04,0.5,"H",2.6,3.2,2.62
"4922",0.11,0.34,0.55,"D",2.2,3.25,2.8
"4932",0.03,0.18,0.79,"H",1.36,4.2,9.5
"4942",0.04,0,0.96,"H",2.05,3.2,3.6
"4952",0.02,0.23,0.75,"H",2.1,3.2,3.5
"4962",0.27,0.43,0.3,"D",2.05,3.2,3.6
"4972",0.12,0.12,0.76,"D",2.3,3.25,3
"4982",0.49,0.09,0.42,"A",3.6,3.1,2.1
"4992",0.29,0.09,0.62,"H",1.83,3.25,4.5
"5002",0.06,0.05,0.89,"D",1.9,3.25,4
"5013",0.31,0.22,0.47,"A",2.25,3.1,3.2
"5022",0.23,0.06,0.71,"H",1.9,3.2,4
"5032",0.49,0.08,0.43,"H",2.75,3.2,2.5
"5042",0.03,0.65,0.32,"A",2.5,3,2.62
"5052",0.1,0.32,0.58,"D",2.1,3.2,3.1
"5062",0.09,0.59,0.32,"D",2.3,2.87,3
"5072",0.42,0.4,0.18,"D",2.75,3.2,2.3
"5082",0.45,0.08,0.47,"D",2.75,3.2,2.3
"5092",0.01,0.01,0.98,"H",0,0,0
"5103",0.13,0.09,0.78,"A",2.1,3.25,3
"5113",0,0.02,0.98,"H",0,0,0
"5122",0.02,0.46,0.52,"H",0,0,0
"5132",0.17,0.08,0.75,"A",2.2,3.4,2.87
"5142",0.78,0.12,0.1,"A",7.5,4,1.44
"5152",0.4,0.18,0.42,"D",0,0,0
"5162",0.09,0.19,0.72,"A",2,3.25,3.25
"5172",0.36,0.08,0.56,"H",2.5,3.2,2.75
"5182",0.01,0.17,0.82,"D",2.1,3.25,3
"5192",0.03,0.04,0.93,"H",0,0,0
"5202",0.13,0.14,0.73,"A",2,3.25,3.4
"5213",0.2,0.09,0.71,"A",2.4,3.2,2.6
"5222",0.68,0.22,0.1,"A",0,0,0
"5232",0.04,0.05,0.91,"D",1.727,3.25,4.333
"5242",0.02,0.19,0.79,"H",2.25,3.25,2.87
"5252",0.11,0.25,0.64,"D",2,3.2,3.75
"5262",0.21,0.11,0.68,"D",2.3,3.2,2.7
"5272",0.66,0.18,0.16,"A",2.75,3.2,2.37
"5282",0.06,0.03,0.91,"H",2.25,3.25,2.87
"5292",0,0.05,0.95,"H",0,0,0
"5302",0.06,0.09,0.85,"H",1.25,5,10
"5313",0.49,0.11,0.4,"H",3.25,3.25,2
"5322",0.12,0.24,0.64,"A",2.375,3.2,2.625
"5332",0.04,0.14,0.82,"H",1.83,3.25,4
"5342",0.02,0.02,0.96,"D",1.16,6.5,15
"5352",0.13,0.04,0.83,"H",2.25,3.25,2.87
"5362",0.31,0.09,0.6,"H",2.5,3.2,2.75
"5372",0.24,0.32,0.44,"A",2.1,3.25,3
"5382",0.41,0.11,0.48,"D",4,3.25,1.8
"5392",0.16,0.04,0.8,"A",1.9,3.25,3.75
"5402",0.11,0.07,0.82,"A",1.61,3.4,6
"5413",0.65,0.21,0.14,"A",0,0,0
"5422",0.18,0.32,0.5,"D",0,0,0
"5432",0.1,0.09,0.81,"H",1.28,4.5,10
"5442",0.16,0.08,0.76,"A",2.5,3.2,2.75
"5452",0.06,0.11,0.83,"A",0,0,0
"5462",0.01,0.14,0.85,"H",1.8,3.25,4
"5472",0.07,0.06,0.87,"H",1.4,3.75,8.5
"5482",0,0.02,0.98,"H",0,0,0
"5492",0.05,0.12,0.83,"A",1.8,3.25,4
"5502",0.29,0.12,0.59,"A",2.37,3.25,2.87
"5513",0.26,0.04,0.7,"D",2.6,3.2,2.4
"5522",0.04,0.05,0.91,"A",1.909,3.3,4
"5532",0.13,0.08,0.79,"D",1.57,3.5,6.5
"5542",0.14,0.14,0.72,"H",2.1,3.25,3
"5552",0.1,0.18,0.72,"H",0,0,0
"5562",0.35,0.31,0.34,"A",5.5,3.6,1.615
"5572",0.51,0.16,0.33,"D",2.5,3.1,2.8
"5582",0.1,0.55,0.35,"H",0,0,0
"5592",0.12,0.08,0.8,"A",2,3.1,4
"5602",0.15,0.03,0.82,"H",1.8,3.25,4
"5613",0.64,0.04,0.32,"D",0,0,0
"5622",0.12,0.07,0.81,"A",0,0,0
"5632",0.08,0.12,0.8,"H",0,0,0
"5642",0.36,0.46,0.18,"H",0,0,0
"5652",0.1,0.13,0.77,"D",2.87,3.25,2.37
"5662",0.37,0.4,0.23,"A",2.3,3.25,3
"5672",0,0.03,0.97,"H",1.9,3.25,4
"5682",0.01,0.07,0.92,"D",0,0,0
"5692",0.04,0.04,0.92,"A",1.8,3.4,4.5
"5702",0.04,0.2,0.76,"D",1.5,3.5,6
"5713",0.1,0.45,0.45,"D",0,0,0
"5722",0.01,0.03,0.96,"H",1.72,3.4,5
"5732",0.15,0.08,0.77,"A",1.3,4.33,13
"5742",0.36,0.03,0.61,"A",5,3.6,1.66
"5752",0.04,0.25,0.71,"H",1.5,3.75,7
"5762",0.81,0.14,0.05,"A",3.25,3,2.3
"5772",0.15,0.05,0.8,"H",0,0,0
"5782",0.44,0.04,0.52,"H",1.5,3.75,7
"5792",0.04,0.15,0.81,"H",2,3.2,3.75
"5802",0.16,0.25,0.59,"H",0,0,0
"5813",0,0.01,0.99,"H",1.28,5,10
"5822",0.1,0.43,0.47,"H",1.66,3.4,5.5
"5832",0,0.07,0.93,"H",2.37,3.25,2.87
"5842",0.04,0.31,0.65,"H",1.57,3.5,6.5
"5852",0.01,0.04,0.95,"H",2.1,3.2,3.5
"5862",0.04,0.12,0.84,"A",2.1,3.25,3.4
"5872",0.49,0.05,0.46,"A",4,3.25,1.9
"5882",0.07,0.09,0.84,"H",1.4,4,9
"5892",0.09,0.09,0.82,"D",1.9,3.25,4
"5902",0.04,0.59,0.37,"D",1.66,3.4,5.5
"5913",0.02,0.6,0.38,"H",1.9,3.25,4
"5922",0.05,0.08,0.87,"D",1.533,3.5,5.5
"5932",0.47,0.08,0.45,"A",6,3.4,1.61
"5942",0.09,0.24,0.67,"D",1.72,3.4,5
"5952",0.08,0.04,0.88,"A",2,3.2,3.75
"5962",0.28,0.43,0.29,"H",4.33,3.3,1.83
"5972",0.01,0.01,0.98,"H",1.25,5,13
"5982",0.05,0.22,0.73,"H",1.53,3.5,7
"5992",0,0.04,0.96,"H",1.2,5.5,17
"6002",0.21,0.39,0.4,"A",2.25,3.4,2.625
"6013",0.09,0.35,0.56,"D",2.37,3.2,2.9
"6022",0.15,0.17,0.68,"A",2.3,3.25,3
"6032",0.18,0.07,0.75,"H",2,3.2,3.75
"6042",0.66,0.23,0.11,"H",2.625,3.2,2.375
"6052",0.7,0.07,0.23,"A",5.5,3.4,1.66
"6062",0.05,0.12,0.83,"H",1.72,3.4,5
"6072",0.03,0.08,0.89,"H",1.8,3.2,5
"6082",0.2,0.18,0.62,"H",2.2,3.2,3.25
"6092",0.01,0,0.99,"H",1.5,3.75,7
"6103",0.34,0.43,0.23,"H",1.9,3.1,4.33
"6113",0.08,0.09,0.83,"H",1.66,3.4,5.5
"6122",0.63,0.29,0.08,"D",3.75,3.2,2
"6132",0.17,0.35,0.48,"H",1.57,3.5,6.5
"6142",0.05,0.09,0.86,"D",2.1,3.1,3.6
"6152",0.16,0.69,0.15,"H",2.25,3.2,3.1
"6162",0.76,0.22,0.02,"D",2.62,3.1,2.75
"6172",0.01,0.13,0.86,"A",0,0,0
"6182",0.09,0.06,0.85,"H",1.66,3.4,5.5
"6192",0.02,0.15,0.83,"H",1.727,3.25,4.333
"6202",0.11,0.05,0.84,"D",2.1,3.25,3.4
"6213",0.03,0.06,0.91,"A",2.2,3.25,3.2
"6222",0.75,0.15,0.1,"A",17,5.5,1.2
"6232",0.09,0.14,0.77,"A",1.83,3.3,4.33
"6242",0.05,0.08,0.87,"H",0,0,0
"6252",0.13,0.23,0.64,"H",2.5,3.2,2.5
"6262",0.07,0.08,0.85,"D",2.25,3.1,3.2
"6272",0.84,0.08,0.08,"D",7.5,4,1.44
"6282",0.27,0.19,0.54,"A",3.5,3.2,2.1
"6292",0.14,0.08,0.78,"H",1.8,3.3,4.5
"6302",0.55,0.08,0.37,"D",6,3.6,1.57
"6313",0.11,0.32,0.57,"H",1.66,3.4,5.5
"6322",0.25,0.22,0.53,"H",2.1,3.2,3.5
"6332",0.01,0.07,0.92,"D",1.5,3.75,7
"6342",0.04,0.29,0.67,"D",1.3,4.5,12
"6352",0.08,0.45,0.47,"H",1.4,4.33,7.5
"6362",0.08,0.06,0.86,"D",2,3.2,3.75
"6372",0.09,0.19,0.72,"H",1.44,4,7.5
"6382",0.21,0.32,0.47,"A",3,3.25,2.3
"6392",0.66,0.17,0.17,"H",2.25,3.2,3.1
"6402",0.09,0.18,0.73,"H",1.36,4.33,9
"6413",0.12,0.07,0.81,"D",0,0,0
"6422",0.02,0.33,0.65,"H",1.83,3.25,4.5
"6432",0.04,0.14,0.82,"H",1.8,3.3,4.5
"6442",0.01,0.59,0.4,"A",2.1,3.2,3.5
"6452",0.04,0.47,0.49,"D",2,3.2,3.75
"6462",0.21,0.11,0.68,"A",0,0,0
"6472",0,0.03,0.97,"H",1.25,5,13
"6482",0.14,0.25,0.61,"D",2.37,3.2,2.62
"6492",0.35,0.06,0.59,"H",2.6,3.2,2.62
"6502",0.08,0.08,0.84,"H",0,0,0
"6513",0.05,0.61,0.34,"A",2,3.25,3.75
"6522",0.11,0.42,0.47,"D",2.1,3.2,3.5
"6532",0.02,0.06,0.92,"D",1.8,3.3,4.5
"6542",0.41,0.11,0.48,"H",2.75,3.2,2.5
"6552",0.04,0.02,0.94,"H",1.61,3.6,5.5
"6562",0.03,0.1,0.87,"D",1.9,3.4,3.8
"6572",0.09,0.14,0.77,"A",2.4,3.2,2.87
"6582",0.36,0.05,0.59,"D",2.5,3.2,2.5
"6592",0.03,0.05,0.92,"H",1.2,5.5,11
"6602",0.11,0.14,0.75,"A",2.5,3.25,2.7
"6613",0.06,0.24,0.7,"H",0,0,0
"6622",0.08,0.05,0.87,"D",1.727,3.4,5
"6632",0.67,0.15,0.18,"H",2,3.2,3.75
"6642",0.36,0.38,0.26,"H",2.1,3.1,3.6
"6652",0.3,0.09,0.61,"H",0,0,0
"6662",0.83,0.07,0.1,"A",5,3.4,1.615
"6672",0.01,0.01,0.98,"H",1.25,5.5,10
"6682",0.23,0.06,0.71,"A",2.3,3.25,3
"6692",0.06,0.15,0.79,"A",2.2,3.1,3.4
"6702",0.08,0.01,0.91,"H",1.66,3.4,5.5
"6713",0.02,0.02,0.96,"H",1.61,3.6,5.5
"6722",0.47,0.15,0.38,"A",2.2,3.25,2.8
"6732",0.89,0.01,0.1,"A",4.5,3.25,1.83
"6742",0.06,0.02,0.92,"A",1.9,3.1,4.33
"6752",0.03,0.03,0.94,"H",0,0,0
"6762",0.22,0.07,0.71,"A",1.909,3.25,4
"6772",0.38,0.16,0.46,"A",7.5,4.33,1.4
"6782",0.04,0.44,0.52,"A",2.1,3.1,3.5
"6792",0.79,0.11,0.1,"D",7,3.75,1.5
"6802",0.26,0.06,0.68,"H",3.75,3.2,2
"6813",0.49,0.14,0.37,"A",6.5,3.6,1.53
"6822",0.05,0.12,0.83,"H",1.4,4.333,7.5
"6832",0.27,0.18,0.55,"A",1.9,3.25,4
"6842",0.03,0.2,0.77,"A",0,0,0
"6852",0.03,0.24,0.73,"H",2.4,3.1,2.87
"6862",0.05,0.03,0.92,"D",3.6,3.3,2
"6872",0.01,0.04,0.95,"H",1.364,4.333,9
"6882",0.1,0.04,0.86,"H",1.3,5,9
"6892",0.02,0.12,0.86,"A",1.72,3.4,5
"6902",0.04,0.02,0.94,"H",1.4,3.75,7.5
"6913",0.12,0.19,0.69,"A",2,3.2,3.75
"6922",0.02,0.05,0.93,"H",1.9,3.25,4
"6932",0.01,0.06,0.93,"D",1.25,5,13
"6942",0.14,0.05,0.81,"H",2.4,3.2,2.87
"6952",0.04,0.3,0.66,"H",1.61,3.6,5.5
"6962",0.01,0.04,0.95,"D",2.4,3.2,2.87
"6972",0.02,0.05,0.93,"H",1.44,3.75,8.5
"6982",0.03,0.29,0.68,"H",1.8,3.3,4.5
"6992",0.4,0.13,0.47,"A",5,3.6,1.66
"7002",0.79,0.05,0.16,"A",6,3.6,1.57
"7013",0.11,0.27,0.62,"H",2.5,3.1,2.8
"7022",0.07,0.11,0.82,"H",1.72,3.4,5
"7032",0.07,0.19,0.74,"A",2,3.3,3.6
"7042",0.27,0.41,0.32,"D",2.87,3.25,2.37
"7052",0.27,0.12,0.61,"H",2.6,3.2,2.62
"7062",0.05,0.08,0.87,"D",1.72,3.4,5
"7072",0.01,0.01,0.98,"H",1.2,6,13
"7082",0.11,0.31,0.58,"A",2.1,3.25,3.4
"7092",0.48,0.07,0.45,"A",5.5,3.8,1.57
"7103",0.7,0.1,0.2,"A",5.5,3.6,1.61
"7113",0.06,0.18,0.76,"H",1.9,3.1,4.33
"7122",0.18,0.29,0.53,"A",2.5,3.2,2.5
"7132",0.06,0.12,0.82,"D",1.83,3.25,4.5
"7142",0.07,0.24,0.69,"H",1.8,3.2,4.75
"7152",0.02,0.18,0.8,"H",2,3.2,3.75
"7162",0.29,0.17,0.54,"A",2.6,3.2,2.62
"7172",0.13,0.15,0.72,"D",1.66,3.4,5.5
"7182",0.17,0.22,0.61,"H",1.8,3.4,4.5
"7192",0.57,0.22,0.21,"D",6.5,3.75,1.53
"7202",0.32,0.13,0.55,"H",0,0,0
"7213",0.03,0.11,0.86,"A",2.5,3.2,2.75
"7222",0.07,0.22,0.71,"D",2.1,3.3,3.4
"7232",0.46,0.21,0.33,"H",2.87,3,2.5
"7242",0.03,0.03,0.94,"D",1.66,3.4,4.5
"7252",0.02,0,0.98,"H",1.9,3.25,3.5
"7262",0.04,0.06,0.9,"H",1.28,5,10
"7272",0.04,0.09,0.87,"H",1.5,3.75,7
"7282",0.09,0.04,0.87,"D",1.57,3.6,6
"7292",0.8,0.1,0.1,"D",4.33,3.4,1.8
"7302",0.01,0.03,0.96,"H",1.28,5,10
"7313",0.15,0.16,0.69,"H",2.3,3.25,3
"7322",0.17,0.38,0.45,"A",2.4,3.2,2.6
"7332",0.02,0.04,0.94,"H",1.3,4.75,8.5
"7342",0.29,0.14,0.57,"H",2.3,3.1,3.1
"7352",0.27,0.09,0.64,"H",1.5,3.75,7
"7362",0.84,0.08,0.08,"A",2.6,3.1,2.7
"7372",0.13,0.37,0.5,"A",2,3.2,3.75
"7382",0.42,0.12,0.46,"H",2.6,3.2,2.625
"7392",0.05,0.06,0.89,"D",2.5,3.1,2.8
"7402",0.03,0.21,0.76,"D",2.1,3.1,3.6
"7413",0.25,0.04,0.71,"H",2.4,3.25,2.8
"7422",0.62,0.36,0.02,"A",9.5,4.5,1.33
"7432",0.13,0.23,0.64,"H",2.2,3.2,3.25
"7442",0.25,0.28,0.47,"H",0,0,0
"7452",0.02,0.07,0.91,"H",2.2,3.25,2.8
"7462",0.08,0.13,0.79,"D",2.1,3.25,3.4
"7472",0.15,0.15,0.7,"A",2.2,3.25,3.2
"7482",0.22,0.13,0.65,"H",3,3.25,2.3
"7492",0.32,0.14,0.54,"H",1.66,3.6,5
"7502",0.72,0.22,0.06,"D",4,3.5,1.83
"7513",0.02,0.02,0.96,"A",2.1,3.25,3.4
"7522",0.55,0.07,0.38,"H",2.25,3.25,2.75
"7532",0.59,0.09,0.32,"H",2.25,3.25,2.75
"7542",0.15,0.26,0.59,"H",1.8,3.4,4.5
"7552",0.72,0.15,0.13,"D",2.7,3.25,2.5
"7562",0.41,0.12,0.47,"D",2.2,2.5,3.2
"7572",0.68,0.27,0.05,"D",6,3.8,1.53
"7582",0.84,0.07,0.09,"A",5,3.6,1.66
"7592",0.67,0.2,0.13,"H",3.2,3.25,2.2
"7602",0.01,0.34,0.65,"A",2.1,3.25,3.4
"7613",0.06,0.15,0.79,"H",2,3.3,3.6
"7622",0.87,0.05,0.08,"H",3.2,3.25,2.2
"7632",0.15,0.07,0.78,"D",1.444,3.75,6.5
"7642",0.89,0.04,0.07,"A",6,4,1.5
"7652",0.16,0.09,0.75,"A",2.1,3.25,3.4
"7662",0.48,0.49,0.03,"D",2.1,3.2,3.2
"7672",0.08,0.07,0.85,"D",0,0,0
"7682",0.03,0.1,0.87,"H",1.5,3.5,6
"7692",0,0.03,0.97,"D",1.36,4.5,8
"7702",0.82,0.12,0.06,"D",2.7,3.5,2.37
"7713",0.41,0.08,0.51,"A",0,0,0
"7722",0.08,0.36,0.56,"D",2.8,3.3,2.37
